"Valor","Data do Recebimento","Status do Débito","Descrição"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","22/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","22/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","22/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","22/04/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","22/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","22/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 500,00","22/04/2024","Pago","RESERVA QUIOSQUE 20/07/2024"
"R$ 199,50","22/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","22/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","22/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","22/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","22/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","22/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","22/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","22/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","22/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 100,00","22/07/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 42,75","23/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 125,00","23/01/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 180,00","23/01/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","23/01/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","23/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","23/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","23/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","23/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","23/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 285,00","23/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","23/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","23/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","23/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 9,00","23/02/2024","Pago","CAPSULA DE CAFE"
"R$ 125,00","23/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 125,00","23/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 125,00","23/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 125,00","23/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 180,00","23/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","23/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","23/02/2024","Pago","FUTEBOL DE DOMINGO"
"R$ 200,00","23/02/2024","Pago","QUIOSQUE"
"R$ 228,00","23/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 228,00","23/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","23/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","23/02/2024","Pago","1ªMENS."
"R$ 285,00","23/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","23/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","23/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","23/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","23/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","23/02/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 325,00","23/02/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 325,00","23/02/2024","Pago","1ªMENS."
"R$ 48,75","23/04/2024","Pago","MENSALIDADE DEPENDENTE PAGANTE"
"R$ 150,00","23/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 230,00","23/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 325,00","23/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","23/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","23/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 230,00","23/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 310,00","23/05/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 325,00","23/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","23/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","23/05/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","23/05/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","23/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","23/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 125,00","24/01/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 199,50","24/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","24/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","24/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","24/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","24/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","24/01/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 48,75","24/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 150,00","24/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 230,00","24/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 285,00","24/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","24/04/2024","Pago","mens. duplicidade"
"R$ 350,00","24/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 199,50","24/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","24/05/2024","Pago","FUTEBOL DE DOMINGO"
"R$ 285,00","24/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","24/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","24/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","24/05/2024","Pago","1ªMEN."
"R$ 325,00","24/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","24/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","24/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","24/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","24/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","24/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","24/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","24/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 100,00","24/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 150,00","24/06/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 150,00","24/06/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 230,00","24/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","24/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","24/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 310,00","24/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","24/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","24/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","24/06/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 325,00","24/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","24/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","24/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","24/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","24/06/2024","Pago","MENSALIDADE FUNDADOR EMPRESARIAL"
"R$ 350,00","24/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","24/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","24/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","24/06/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 42,75","25/01/2024","Pago","MENSALIDADE DEPENDENTE PAGANTE"
"R$ 42,75","25/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 126,00","25/01/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 199,50","25/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","25/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","25/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","25/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","25/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","25/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","25/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","25/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","25/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","25/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","25/01/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 310,00","25/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","25/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","25/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","25/01/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 4,50","25/03/2024","Pago","CAPSULA DE CAFE"
"R$ 4,50","25/03/2024","Pago","CAPSULA DE CAFE"
"R$ 4,50","25/03/2024","Pago","CAPSULA DE CAFE"
"R$ 48,75","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 150,00","25/03/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 150,00","25/03/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 199,50","25/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","25/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","25/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","25/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","25/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","25/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","25/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","25/03/2024","Pago","MENSALIDADE FUNDADOR EMPRESARIAL"
"R$ 350,00","25/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","25/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","25/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","25/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","25/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 100,00","25/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","25/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 150,00","25/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 150,00","25/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 200,00","25/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","25/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","25/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","25/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","25/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","25/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/04/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","25/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/04/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","25/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 100,00","25/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","25/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","25/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","25/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","25/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","25/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","25/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 140,00","25/06/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 140,00","25/06/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 140,00","25/06/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 150,00","25/06/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 200,00","25/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","25/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","25/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","25/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","25/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE DE ADESÃO."
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","25/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","25/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/06/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","25/06/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","25/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","25/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 500,00","25/06/2024","Pago","TAXA DE AR CONDICIONADO(HORAS A MAIS)"
"R$ 42,75","26/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 87,50","26/01/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 125,00","26/01/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 180,00","26/01/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","26/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 285,00","26/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","26/01/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 310,00","26/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 4,50","26/02/2024","Pago","CAPSULA DE CAFE"
"R$ 4,50","26/02/2024","Pago","CAPSULA DE CAFE"
"R$ 4,50","26/02/2024","Pago","CAPSULA DE CAFE"
"R$ 42,75","26/02/2024","Pago","DEPENDENTE PAGANTE"
"R$ 42,75","26/02/2024","Pago","DEPENDENTE PAGANTE"
"R$ 42,75","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 42,75","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 42,75","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 42,75","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","26/02/2024","Pago","MENSALIDADE DEPENDENTE PAGANTE"
"R$ 48,75","26/02/2024","Pago","MENSALIDADE DEPENDENTE PAGANTE"
"R$ 180,00","26/02/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 199,50","26/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","26/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","26/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","26/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","26/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","26/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","26/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","26/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE FUNDADOR EMPRESARIAL"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","26/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","26/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 25,00","26/03/2024","Pago","LIMP. ESC."
"R$ 25,00","26/03/2024","Pago","LIMP. ESC."
"R$ 230,00","26/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","26/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 310,00","26/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","26/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","26/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","26/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","26/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","26/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","26/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 100,00","26/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 200,00","26/04/2024","Pago","FUTEBOL DE DOMINGO"
"R$ 230,00","26/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","26/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 285,00","26/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","26/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","26/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","26/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","26/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 200,00","26/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","26/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","26/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 325,00","26/06/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 325,00","26/06/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 325,00","26/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","26/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","26/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","26/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","26/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","26/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","26/06/2024","Pago","MENSALIDADE PATRIMONIAL"
